,fpc,0.x,0.y,1.x,1.y,2.x,2.y,3.x,3.y,4.x,4.y,5.x,5.y,6.x,6.y,7.x,7.y,8.x,8.y,9.x,9.y,10.x,10.y,11.x,11.y,12.x,12.y,13.x,13.y,14.x,14.y
187,930,368,213,352,245,320,245,296,293,280,325,384,245,424,208,392,181,352,341,336,341,280,368,368,378,376,341,440,373,360,368
188,935,368,213,352,245,320,245,296,293,280,325,384,245,424,208,392,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
189,940,368,213,352,245,320,245,296,293,280,325,384,245,424,208,384,181,352,341,336,341,280,368,368,378,376,341,432,373,360,368
190,945,368,213,352,245,320,245,304,298,280,330,384,245,424,208,384,181,352,341,336,341,280,368,368,378,376,341,432,373,368,368
191,950,368,213,352,245,320,250,304,298,280,336,384,245,424,208,384,181,352,341,336,341,280,373,368,378,376,341,440,373,360,368
192,955,368,213,352,245,320,250,304,298,280,346,384,245,424,208,384,181,352,341,336,341,280,373,368,378,376,341,432,373,360,368
193,960,368,213,352,245,320,245,304,304,280,352,384,245,424,202,384,176,352,346,336,346,280,373,368,378,376,341,440,373,360,368
194,965,368,213,352,245,320,245,304,304,272,352,384,245,424,202,384,176,352,341,336,346,280,373,368,378,376,341,440,373,360,368
195,970,368,213,352,245,320,245,304,304,272,352,384,240,424,202,384,176,352,346,336,346,280,373,368,378,376,341,432,373,360,368
196,975,368,213,352,240,328,240,304,298,272,346,384,240,424,202,384,176,352,346,336,346,280,373,368,378,376,341,440,373,360,368
197,980,376,213,360,240,328,234,304,288,272,336,384,240,424,202,384,176,352,346,336,346,280,373,368,378,376,346,432,373,360,368
198,985,376,213,360,234,328,229,296,282,264,325,392,240,424,202,384,176,352,346,336,346,280,373,368,378,376,341,432,373,360,368
